Dynamic Supplier Code,Name,Reseller Price Ex GST,Manufacturer,Category,Weight,Manufacturer OEM Code,Printer Compatibility,Cartridge Yield,Cartridge Type,/////,////,Length,Width,Height,Brisbane,Melbourne,Perth,Adelaide,Sydney,Barcode
B38PVP,Brother LC38 Photo Value Pack,65.12,Brother,CON-INK,0.43,LC-38PVP,"BROTHER DCP 145C,BROTHER DCP 165C,BROTHER DCP 195C,BROTHER DCP 375CW,BROTHER MFC 250C,BROTHER MFC 290C,BROTHER MFC 295CN,BROTHER MFC 255CW,BROTHER MFC 257CW",Refer to singles,Misc Consumables,0.00166,BRO-INK,0.123,0.075,0.18,0,>5,0,0,0,4.97777E+12
B38Y,Brother LC38 Yellow Ink Cart,14.1,Brother,CON-INK,0.056,LC-38Y,"BROTHER DCP 145C,BROTHER DCP 165C,BROTHER DCP 195C,BROTHER DCP 375CW,BROTHER MFC 250C,BROTHER MFC 290C,BROTHER MFC 295CN,BROTHER MFC 255CW,BROTHER MFC 257CW",260 pages,Yellow,0.00026,BRO-INK,0.085,0.025,0.12,>5,>5,>5,>5,>5,4.97777E+12
B39B,Brother LC39 Black Ink Cart,23.44,Brother,CON-INK,0.062,LC-39BK,"BROTHER DCP J125,BROTHER DCP J315W,BROTHER DCP J515W,BROTHER MFC J220,BROTHER MFC J265W,BROTHER MFC J410,BROTHER MFC J415W,BROTHER DCP J140W",300 pages,Black,0.00041,BRO-INK,0.09,0.03,0.15,>5,>5,>5,>5,>5,4.97777E+12
B39BT,Brother LC39 Black Twin Pack,42.99,Brother,CON-INK,0.121,LC-39BK2PK,"BROTHER DCP J125,BROTHER DCP J315W,BROTHER DCP J515W,BROTHER MFC J220,BROTHER MFC J265W,BROTHER MFC J410,BROTHER MFC J415W,BROTHER DCP J140W",300 pages x 2,Black,0.00054,BRO-INK,0.09,0.05,0.12,>5,>5,>5,>5,>5,4.97777E+12
B39C,Brother LC39 Cyan Ink Cart,13.73,Brother,CON-INK,0.054,LC-39C,"BROTHER DCP J125,BROTHER DCP J315W,BROTHER DCP J515W,BROTHER MFC J220,BROTHER MFC J265W,BROTHER MFC J410,BROTHER MFC J415W,BROTHER DCP J140W",260 pages,Cyan,0.00041,BRO-INK,0.09,0.03,0.15,>5,>5,>5,>5,>5,4.97777E+12
B39CMY,Brother LC39 CMY Colour Pack,38.08,Brother,CON-INK,0.191,LC-39CL3PK,"BROTHER DCP J125,BROTHER DCP J315W,BROTHER DCP J515W,BROTHER MFC J220,BROTHER MFC J265W,BROTHER MFC J410,BROTHER MFC J415W,BROTHER DCP J140W",260 pages each,Colour,0.00154,BRO-INK,0.12,0.08,0.16,>5,>5,>5,>5,>5,4.97777E+12
B39M,Brother LC39 Magenta Ink Cart,13.73,Brother,CON-INK,0.054,LC-39M,"BROTHER DCP J125,BROTHER DCP J315W,BROTHER DCP J515W,BROTHER MFC J220,BROTHER MFC J265W,BROTHER MFC J410,BROTHER MFC J415W,BROTHER DCP J140W",260 pages,Magenta,0.00041,BRO-INK,0.09,0.03,0.15,>5,>5,>5,>5,>5,4.97777E+12
B39PVP,Brother LC39 Photo Value Pack,64.87,Brother,CON-INK,0.425,LC-39PVP,"BROTHER DCP J125,BROTHER DCP J315W,BROTHER DCP J515W,BROTHER MFC J220,BROTHER MFC J265W,BROTHER MFC J410,BROTHER MFC J415W,BROTHER DCP J140W",Refer to singles,Misc Consumables,0.0016,BRO-INK,0.122,0.073,0.18,>5,>5,0,0,>5,4.97777E+12
B39Y,Brother LC39 Yellow Ink Cart,13.73,Brother,CON-INK,0.054,LC-39Y,"BROTHER DCP J125,BROTHER DCP J315W,BROTHER DCP J515W,BROTHER MFC J220,BROTHER MFC J265W,BROTHER MFC J410,BROTHER MFC J415W,BROTHER DCP J140W",260 pages,Yellow,0.00041,BRO-INK,0.09,0.03,0.15,>5,>5,>5,>5,>5,4.97777E+12
B402,Brother PC402RF Refill Rolls,36.54,Brother,CON-FAX,0.394,PC-402RF,"BROTHER FAX 645,BROTHER FAX 685,BROTHER FAX 685MC,BROTHER FAX 727,BROTHER FAX 737,BROTHER FAX 780,BROTHER FAX 817,BROTHER FAX 827,BROTHER FAX 837,BROTHER FAX 878,BROTHER FAX 960,BROTHER FAX 1280,BROTHER FAX 1980MC,BROTHER MFC 960MC",144 pages each,Fax Film,0.00082,BRO-FAX,0.229,0.06,0.06,>5,>5,>5,>5,>5,12502056034
B404,Brother PC404RF Refill Rolls,57.05,Brother,CON-FAX,0.764,PC-404RF,"BROTHER FAX 645,BROTHER FAX 685,BROTHER FAX 685MC,BROTHER FAX 727,BROTHER FAX 737,BROTHER FAX 780,BROTHER FAX 817,BROTHER FAX 827,BROTHER FAX 837,BROTHER FAX 878,BROTHER FAX 960,BROTHER FAX 1280,BROTHER FAX 1980MC,BROTHER MFC 960MC",144 pages each,Fax Film,0.00159,BRO-FAX,0.06,0.115,0.23,>5,>5,>5,>5,>5,4.97777E+12
B40B,Brother LC40 Black Ink Cart,23.45,Brother,CON-INK,0.065,LC-40BK,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW",up to 300 pages,Black,0.00031,BRO-INK,0.145,0.085,0.025,>5,>5,>5,>5,>5,4.97777E+12
B40C,Brother LC40 Cyan Ink Cart,13.71,Brother,CON-INK,0.065,LC-40C,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW",up to 300 pages,Cyan,0.00032,BRO-INK,0.15,0.085,0.025,>5,>5,>5,>5,>5,4.97777E+12
B40CMY,Brother LC40 CMY Colour Pack,38.95,Brother,CON-INK,0.145,LC-40CL3PK,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW",up to 300 pages each,Misc Consumables,0.00068,BRO-INK,0.15,0.09,0.05,>5,>5,>5,>5,>5,4.97777E+12
B40M,Brother LC40 Magenta Ink Cart,13.71,Brother,CON-INK,0.065,LC-40M,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW",up to 300 pages,Magenta,0.00032,BRO-INK,0.15,0.085,0.025,0,>5,>5,>5,>5,4.97777E+12
B40Y,Brother LC40 Yellow Ink Cart,13.71,Brother,CON-INK,0.065,LC-40Y,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW",up to 300 pages,Yellow,0.00032,BRO-INK,0.15,0.085,0.025,>5,>5,>5,>5,>5,4.97777E+12
B501,Brother PC501 Cartridge,28.13,Brother,CON-FAX,0.286,PC-501,"BROTHER FAX 817,BROTHER FAX 827,BROTHER FAX 837,BROTHER FAX 878",150 pages,Fax Film,0.00172,BRO-FAX,0.26,0.12,0.055,>5,>5,>5,>5,>5,4.97777E+12
B57B,Brother LC57 Black Ink Cart,35.89,Brother,CON-INK,0.08,LC-57BK,"BROTHER DCP 130C,BROTHER DCP 330C,BROTHER DCP 350C,BROTHER DCP 540CN,BROTHER DCP 560CN,BROTHER MFC 240C,BROTHER MFC 440CN,BROTHER MFC 665CW,BROTHER MFC 685CW,BROTHER MFC 885CW,BROTHER MFC 3360C,BROTHER MFC 5460CN,BROTHER MFC 5860CN,BROTHER FAX 1360,BROTHER FAX 2480C,BROTHER MFC 465CN",500 pages,Black,0.00029,BRO-INK,0.12,0.097,0.025,>5,>5,>5,>5,>5,4.91117E+12
B57BT,Brother LC57 Black Twin Pack,64.59,Brother,CON-INK,0.231,LC-57BK2PK,"BROTHER DCP 130C,BROTHER DCP 330C,BROTHER DCP 350C,BROTHER DCP 540CN,BROTHER DCP 560CN,BROTHER MFC 240C,BROTHER MFC 440CN,BROTHER MFC 665CW,BROTHER MFC 685CW,BROTHER MFC 885CW,BROTHER MFC 3360C,BROTHER MFC 5460CN,BROTHER MFC 5860CN,BROTHER FAX 1360,BROTHER FAX 2480C,BROTHER MFC 465CN",500 pages each,Black,0.0016,BRO-INK,0.24,0.19,0.035,0,>5,>5,>5,>5,4.97777E+12
B57C,Brother LC57 Cyan Ink Cart,19.75,Brother,CON-INK,0.065,LC-57C,"BROTHER DCP 130C,BROTHER DCP 330C,BROTHER DCP 350C,BROTHER DCP 540CN,BROTHER DCP 560CN,BROTHER MFC 240C,BROTHER MFC 440CN,BROTHER MFC 665CW,BROTHER MFC 685CW,BROTHER MFC 885CW,BROTHER MFC 3360C,BROTHER MFC 5460CN,BROTHER MFC 5860CN,BROTHER FAX 2480C,BROTHER MFC 465CN",400 pages,Cyan,0.00024,BRO-INK,0.117,0.097,0.021,>5,>5,>5,>5,>5,4.97777E+12
B57CMY,Brother LC57 CMY Colour Pack,53.31,Brother,CON-INK,0.305,LC-57CL3PK,"BROTHER DCP 130C,BROTHER DCP 330C,BROTHER DCP 350C,BROTHER DCP 540CN,BROTHER DCP 560CN,BROTHER MFC 240C,BROTHER MFC 440CN,BROTHER MFC 665CW,BROTHER MFC 685CW,BROTHER MFC 885CW,BROTHER MFC 3360C,BROTHER MFC 5460CN,BROTHER MFC 5860CN,BROTHER FAX 2480C,BROTHER MFC 465CN",400 pages each,Colour,0.00201,BRO-INK,0.22,0.305,0.03,>5,>5,>5,>5,>5,4.97777E+12
B57M,Brother LC57 Magenta Ink Cart,19.75,Brother,CON-INK,0.065,LC-57M,"BROTHER DCP 130C,BROTHER DCP 330C,BROTHER DCP 350C,BROTHER DCP 540CN,BROTHER DCP 560CN,BROTHER MFC 240C,BROTHER MFC 440CN,BROTHER MFC 665CW,BROTHER MFC 685CW,BROTHER MFC 885CW,BROTHER MFC 3360C,BROTHER MFC 5460CN,BROTHER MFC 5860CN,BROTHER FAX 2480C,BROTHER MFC 465CN",400 pages,Magenta,0.00024,BRO-INK,0.117,0.097,0.021,>5,>5,>5,>5,>5,4.97777E+12
B57PVP,Brother LC57 Photo Value Pack,90.58,Brother,CON-INK,0.423,LC-57PVP,"BROTHER DCP 130C,BROTHER DCP 330C,BROTHER DCP 350C,BROTHER DCP 540CN,BROTHER DCP 560CN,BROTHER MFC 240C,BROTHER MFC 440CN,BROTHER MFC 665CW,BROTHER MFC 685CW,BROTHER MFC 885CW,BROTHER MFC 3360C,BROTHER MFC 5460CN,BROTHER MFC 5860CN,BROTHER FAX 2480C,BROTHER MFC 465CN",Bk 500 page CMY 400 pages each,Colour,0.00183,BRO-INK,0.185,0.165,0.06,0,>5,0,0,0,4.97777E+12
B57Y,Brother LC57 Yellow Ink Cart,19.75,Brother,CON-INK,0.065,LC-57Y,"BROTHER DCP 130C,BROTHER DCP 330C,BROTHER DCP 350C,BROTHER DCP 540CN,BROTHER DCP 560CN,BROTHER MFC 240C,BROTHER MFC 440CN,BROTHER MFC 665CW,BROTHER MFC 685CW,BROTHER MFC 885CW,BROTHER MFC 3360C,BROTHER MFC 5460CN,BROTHER MFC 5860CN,BROTHER FAX 2480C,BROTHER MFC 465CN",400 pages,Yellow,0.00024,BRO-INK,0.117,0.097,0.021,>5,>5,>5,>5,>5,4.97777E+12
B67B,Brother LC67 Black Ink Cart,32.47,Brother,CON-INK,0.056,LC-67BK,"BROTHER DCP 185C,BROTHER DCP 385C,BROTHER DCP 395CN,BROTHER DCP 585CW,BROTHER DCP 6690CW,BROTHER DCP J715W,BROTHER MFC 490CW,BROTHER MFC 790CW,BROTHER MFC 795CW,BROTHER MFC 990CW,BROTHER MFC 5490CW,BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER MFC 6890CDW,BROTHER MFC J615W",450 pages,Black,0.00026,BRO-INK,0.085,0.025,0.12,>5,>5,>5,>5,>5,4.97777E+12
B67BT,Brother LC67 Black Twin Pack,59.65,Brother,CON-INK,0.135,LC-67BK2PK,"BROTHER DCP 185C,BROTHER DCP 385C,BROTHER DCP 395CN,BROTHER DCP 585CW,BROTHER DCP 6690CW,BROTHER DCP J715W,BROTHER MFC 490CW,BROTHER MFC 790CW,BROTHER MFC 795CW,BROTHER MFC 990CW,BROTHER MFC 5490CW,BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER MFC 6890CDW,BROTHER MFC J615W",450 pages each,Black,0.00053,BRO-INK,0.125,0.05,0.085,>5,>5,>5,>5,>5,4.97777E+12
B67C,Brother LC67 Cyan Ink Cart,16.24,Brother,CON-INK,0.056,LC-67C,"BROTHER DCP 185C,BROTHER DCP 385C,BROTHER DCP 395CN,BROTHER DCP 585CW,BROTHER DCP 6690CW,BROTHER DCP J715W,BROTHER MFC 490CW,BROTHER MFC 790CW,BROTHER MFC 795CW,BROTHER MFC 990CW,BROTHER MFC 5490CW,BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER MFC 6890CDW,BROTHER MFC J615W",325 pages,Cyan,0.00026,BRO-INK,0.085,0.025,0.12,>5,>5,>5,>5,>5,4.97777E+12
B67CMY,Brother LC67 CMY Colour Pack,45.64,Brother,CON-INK,0.193,LC-67CL3PK,"BROTHER DCP 185C,BROTHER DCP 385C,BROTHER DCP 395CN,BROTHER DCP 585CW,BROTHER DCP 6690CW,BROTHER DCP J715W,BROTHER MFC 490CW,BROTHER MFC 790CW,BROTHER MFC 795CW,BROTHER MFC 990CW,BROTHER MFC 5490CW,BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER MFC 6890CDW,BROTHER MFC J615W",325 pages each,Colour,0.00144,BRO-INK,0.12,0.075,0.16,>5,>5,>5,>5,>5,4.97777E+12
B67HB,Brother LC67 Black HY Ink Cart,48.89,Brother,CON-INK,0.085,LC-67HYBK,"BROTHER DCP 6690CW,BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER MFC 6890CW",900 pages,Black,0.00032,BRO-INK,0.09,0.03,0.12,>5,>5,>5,>5,>5,4.97777E+12
B67HBT,Brother LC67 Black HY Twin Pk,90.23,Brother,CON-INK,0.162,LC-67HYBK2PK,"BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER DCP 6690CW,BROTHER MFC 6890CW",900 pages each,Black,0.00054,BRO-INK,0.09,0.05,0.12,0,0,>5,>5,>5,4.97777E+12
B67HC,Brother LC67 Cyan HY Ink Cart,28.21,Brother,CON-INK,0.085,LC-67HYC,"BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER DCP 6690CW,BROTHER MFC 6890CW",750 pages,Cyan,0.00032,BRO-INK,0.09,0.03,0.12,>5,>5,>5,>5,>5,4.97777E+12
B67HCMY,Brother LC67 CMY  HY Col Pk,79.29,Brother,CON-INK,0.204,LC-67HYCL3PK,"BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER DCP 6690CW,BROTHER MFC 6890CW",750 pages each,Colour,0.00154,BRO-INK,0.12,0.08,0.16,>5,>5,>5,>5,>5,4.97777E+12
B67HM,Brother LC67 Mag HY Ink Cart,28.21,Brother,CON-INK,0.085,LC-67HYM,"BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER DCP 6690CW,BROTHER MFC 6890CW",750 pages,Magenta,0.00032,BRO-INK,0.09,0.03,0.12,>5,>5,>5,>5,>5,4.97777E+12
B67HY,Brother LC67 Yell HY Ink Cart,28.21,Brother,CON-INK,0.085,LC-67HYY,"BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER DCP 6690CW,BROTHER MFC 6890CW",750 pages,Yellow,0.00032,BRO-INK,0.09,0.03,0.12,>5,>5,>5,>5,>5,4.97777E+12
B67M,Brother LC67 Magenta Ink Cart,16.24,Brother,CON-INK,0.056,LC-67M,"BROTHER DCP 185C,BROTHER DCP 385C,BROTHER DCP 395CN,BROTHER DCP 585CW,BROTHER DCP 6690CW,BROTHER DCP J715W,BROTHER MFC 490CW,BROTHER MFC 790CW,BROTHER MFC 795CW,BROTHER MFC 990CW,BROTHER MFC 5490CW,BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER MFC 6890CDW,BROTHER MFC J615W",325 pages,Magenta,0.00026,BRO-INK,0.085,0.025,0.12,>5,>5,>5,>5,>5,4.97777E+12
B67PVP,Brother LC67 Photo Value Pack,79.12,Brother,CON-INK,0.428,LC-67PVP,"BROTHER DCP 185C,BROTHER DCP 385C,BROTHER DCP 395CN,BROTHER DCP 585CW,BROTHER DCP 6690CW,BROTHER DCP J715W,BROTHER MFC 490CW,BROTHER MFC 790CW,BROTHER MFC 795CW,BROTHER MFC 990CW,BROTHER MFC 5490CW,BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER MFC 6890CDW,BROTHER MFC J615W",Refer to singles,Misc Consumables,0.0016,BRO-INK,0.122,0.073,0.18,0,>5,0,0,4,4.97777E+12
B67Y,Brother LC67 Yellow Ink Cart,16.24,Brother,CON-INK,0.056,LC-67Y,"BROTHER DCP 185C,BROTHER DCP 385C,BROTHER DCP 395CN,BROTHER DCP 585CW,BROTHER DCP 6690CW,BROTHER DCP J715W,BROTHER MFC 490CW,BROTHER MFC 790CW,BROTHER MFC 795CW,BROTHER MFC 990CW,BROTHER MFC 5490CW,BROTHER MFC 5890CN,BROTHER MFC 6490CW,BROTHER MFC 6890CDW,BROTHER MFC J615W",325 pages,Yellow,0.00026,BRO-INK,0.085,0.025,0.12,>5,>5,>5,>5,>5,4.97777E+12
B73B,Brother LC73 Black Ink Cart,32.76,Brother,CON-INK,0.07,LC-73BK,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW,BROTHER MFC J5910DW,BROTHER MFC J6510DW,BROTHER MFC J6710DW,BROTHER MFC J6910DW",Up to 600 pages,Black,0.00031,BRO-INK,0.145,0.085,0.025,>5,>5,>5,>5,>5,4.97777E+12
B73BT,Brother LC73 Black Twin Pack,59.82,Brother,CON-INK,0.014,LC-73BK2PK,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW,BROTHER MFC J5910DW,BROTHER MFC J6510DW,BROTHER MFC J6710DW,BROTHER MFC J6910DW",Up to 600 pages each,Black,0.00048,BRO-INK,0.087,0.046,0.121,>5,>5,>5,>5,>5,4.97777E+12
B73C,Brother LC73 Cyan Ink Cart,19.67,Brother,CON-INK,0.06,LC-73C,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW,BROTHER MFC J5910DW,BROTHER MFC J6510DW,BROTHER MFC J6710DW,BROTHER MFC J6910DW",Up to 600 pages,Cyan,0.00031,BRO-INK,0.145,0.085,0.025,>5,>5,>5,>5,>5,4.97777E+12
B73CMY,Brother LC73 CMY Colour Pack,55.8,Brother,CON-INK,0.015,LC-73CL3PK,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW,BROTHER MFC J5910DW,BROTHER MFC J6510DW,BROTHER MFC J6710DW,BROTHER MFC J6910DW",Up to 600 pages each,Misc Consumables,0.00049,BRO-INK,0.086,0.047,0.121,>5,>5,>5,>5,>5,4.97777E+12
B73M,Brother LC73 Mag Ink Cart,19.67,Brother,CON-INK,0.06,LC-73M,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW,BROTHER MFC J5910DW,BROTHER MFC J6510DW,BROTHER MFC J6710DW,BROTHER MFC J6910DW",Up to 600 pages,Magenta,0.00031,BRO-INK,0.145,0.085,0.025,>5,>5,>5,>5,>5,4.97777E+12
B73PVP,Brother LC73 Photo Value Pack,96.71,Brother,CON-INK,0.433,LC-73PVP,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW,BROTHER MFC J5910DW,BROTHER MFC J6510DW,BROTHER MFC J6710DW,BROTHER MFC J6910DW",Refer to singles,Misc Consumables,0.00136,BRO-INK,0.121,0.056,0.2,>5,>5,0,>5,>5,4.97777E+12
B73Y,Brother LC73 Yellow Ink Cart,19.67,Brother,CON-INK,0.06,LC-73Y,"BROTHER DCP J525W,BROTHER DCP J725DW,BROTHER DCP J925DW,BROTHER MFC J430W,BROTHER MFC J432W,BROTHER MFC J625DW,BROTHER MFC J825DW,BROTHER MFC J5910DW,BROTHER MFC J6510DW,BROTHER MFC J6710DW,BROTHER MFC J6910DW",Up to 600 pages,Yellow,0.00031,BRO-INK,0.145,0.085,0.025,>5,>5,>5,>5,>5,4.97777E+12
B77XLB,Brother LC77XL Black Ink Cart,43.08,Brother,CON-INK,0.14,LC-77XLBK,"BROTHER MFC J6510DW,BROTHER MFC J6710DW,BROTHER MFC J6910DW","Up to 2,400 pages",Black,0.00052,BRO-INK,0.087,0.041,0.145,>5,>5,>5,>5,>5,4.97777E+12
B77XLC,Brother LC77XL Cyan Ink Cart,27.09,Brother,CON-INK,0.07,LC-77XLC,"BROTHER MFC J6510DW,BROTHER MFC J6710DW,BROTHER MFC J6910DW","Up to 1,200 pages",Cyan,0.00032,BRO-INK,0.087,0.025,0.145,>5,>5,>5,>5,>5,4.97777E+12
B77XLM,Brother LC77XL Mag Ink Cart,27.09,Brother,CON-INK,0.07,LC-77XLM,"BROTHER MFC J6510DW,BROTHER MFC J6710DW,BROTHER MFC J6910DW","Up to 1,200 pages",Magenta,0.00032,BRO-INK,0.087,0.025,0.145,>5,>5,>5,>5,>5,4.97777E+12
B77XLY,Brother LC77XL Yellow Ink Cart,27.09,Brother,CON-INK,0.07,LC-77XLY,"BROTHER MFC J6510DW,BROTHER MFC J6710DW,BROTHER MFC J6910DW","Up to 1,200 pages",Yellow,0.00032,BRO-INK,0.087,0.025,0.145,>5,>5,>5,>5,>5,4.97777E+12
BA4PERF,Brother A4 Perforated Roll,64.76,Brother,CON-PAPER,3.2,A4 PERFORATED ROLL,,100Pgs per roll,Paper Product,0.00538,BRO-PAP,0.18,0.13,0.23,>5,>5,>5,5,3,7.00908E+11
BCSCA001,Brother Plastic Carrier Sheet,13.6,Brother,CON-PAPER,0,CS-CA001,"BROTHER ADS 2100,BROTHER ADS 2600W",,Misc Consumables,0,BRO-PAP,0,0,0,0,0,0,0,0,
BDK11201,Brother DK11201 White Label,16.32,Brother,CON-LABELS,0.258,DK-11201,"BROTHER QL570,BROTHER QL720NW",400 per roll,Misc Consumables,0.00073,BRO-LAB,0.114,0.055,0.117,>5,>5,>5,>5,>5,4.97777E+12
BDK11202,Brother DK11202 White Label,23.4,Brother,CON-LABELS,0.41,DK-11202,"BROTHER QL570,BROTHER QL720NW",300 per roll,Misc Consumables,0.00114,BRO-LAB,0.115,0.11,0.09,0,>5,>5,>5,>5,4.97777E+12
BDK11203,Brother DK11203 White Label,14.16,Brother,CON-LABELS,0.15,DK-11203,"BROTHER QL570,BROTHER QL720NW",300 per roll,Labelling Tape,0.00066,BRO-LAB,0.04,0.11,0.15,>5,>5,0,0,>5,4.97777E+12
BDK11204,Brother DK11204 White Label,14.16,Brother,CON-LABELS,0.12,DK-11204,"BROTHER QL570,BROTHER QL720NW",400 per roll,Misc Consumables,0.00056,BRO-LAB,0.113,0.043,0.116,>5,>5,1,>5,>5,4.97777E+12
BDK11207,Brother DK11207 White Label,28.32,Brother,CON-LABELS,0.15,DK-11207,BROTHER QL720NW,100 per roll,Misc Consumables,0.00158,BRO-LAB,0.09,0.11,0.16,0,>5,0,0,0,4.97777E+12
BDK11208,Brother DK11208 White Label,19.8,Brother,CON-LABELS,0.318,DK-11208,"BROTHER QL570,BROTHER QL720NW",400 per roll,Misc Consumables,0.00084,BRO-LAB,0.113,0.064,0.116,>5,>5,>5,>5,>5,4.97777E+12
BDK11209,Brother DK11209 White Label,24.84,Brother,CON-LABELS,0.39,DK-11209,"BROTHER QL570,BROTHER QL720NW",800 per roll,Misc Consumables,0.00114,BRO-LAB,0.113,0.113,0.089,>5,>5,>5,>5,>5,4.97777E+12
BDK11218,Brother DK11218 White Label,24.72,Brother,CON-LABELS,0.23,DK-11218,BROTHER QL720NW,1000 per roll,Misc Consumables,0.00074,BRO-LAB,0.113,0.056,0.117,0,>5,0,0,0,4.97777E+12
BDK11219,Brother DK11219 White Label,23.28,Brother,CON-LABELS,0.23,DK-11219,,1200 per roll,Misc Consumables,0.00108,BRO-LAB,0.06,0.12,0.15,0,>5,0,0,0,4.97777E+12
BDK11221,Brother DK11221 White Label,29,Brother,CON-LABELS,0.19,DK-11221,BROTHER QL720NW,1000 per roll,Misc Consumables,0.00086,BRO-LAB,0.12,0.06,0.12,>5,>5,0,0,>5,4.97777E+12
BDK11240,Brother DK11240 White Label,35.4,Brother,CON-LABELS,0.642,DK-11240,,600 per roll,Misc Consumables,0.00172,BRO-LAB,0.13,0.115,0.115,0,>5,0,0,0,4.97777E+12
BDK11241,Brother DK11241 White Label,35.4,Brother,CON-LABELS,0.63,DK-11241,,200 per roll,Misc Consumables,0.00172,BRO-LAB,0.11,0.13,0.12,>5,>5,>5,>5,>5,4.97777E+12
BDK22113,Brother DK22113 Clear Roll,49.56,Brother,CON-LABELS,0.225,DK-22113,"BROTHER QL570,BROTHER QL720NW",15.24metres,Misc Consumables,0.00119,BRO-LAB,0.115,0.09,0.115,>5,>5,0,0,>5,4.97777E+12
BDK22205,Brother DK22205 White Roll,23.4,Brother,CON-LABELS,0.41,DK-22205,"BROTHER QL570,BROTHER QL720NW",62mm x 30.48 metres,Misc Consumables,0.00084,BRO-LAB,0.113,0.064,0.116,>5,>5,>5,>5,>5,4.97777E+12
BDK22210,Brother DK22210 White Roll,16.32,Brother,CON-LABELS,0.22,DK-22210,BROTHER QL720NW,29mm x 30.48 metres,Misc Consumables,0.00073,BRO-LAB,0.113,0.055,0.117,>5,>5,>5,>5,>5,4.97777E+12
BDK22211,Brother DK22211 White Roll,28.32,Brother,CON-LABELS,0.156,DK-22211,"BROTHER QL570,BROTHER QL720NW",15.24metres,Misc Consumables,0.00132,BRO-LAB,0.155,0.055,0.155,>5,>5,0,>5,>5,4.97777E+12
BDK22212,Brother DK22212 White Roll,39,Brother,CON-LABELS,0.232,DK-22212,"BROTHER QL570,BROTHER QL720NW",15.24metres,Misc Consumables,0.00119,BRO-LAB,0.115,0.09,0.115,>5,1,0,>5,>5,4.97777E+12
BDK22214,Brother DK22214 White Roll,14.16,Brother,CON-LABELS,0.218,DK-22214,BROTHER QL720NW,30.48 Metres,Labelling Tape,0.00086,BRO-LAB,0.06,0.12,0.12,>5,>5,0,4,>5,4.97777E+12
BDK22243,Brother DK22243 White Roll,35.4,Brother,CON-LABELS,0.61,DK-22243,,30.48 metres,Misc Consumables,0.00187,BRO-LAB,0.12,0.13,0.12,0,>5,0,0,>5,4.97777E+12
BDK22251,Brother DK22251 White Roll,29.95,Brother,CON-LABELS,0.09,DK-22251,,15.24metres,Misc Consumables,0.00006,BRO-LAB,0.04,0.03,0.05,0,0,0,0,0,
BDK22606,Brother DK22606 Yellow Roll,56.64,Brother,CON-LABELS,0.23,DK-22606,BROTHER QL720NW,15.24 Metres,Misc Consumables,0.0013,BRO-LAB,0.09,0.12,0.12,0,>5,0,0,0,4.97777E+12
